"airport","airport_name","countryCode","date","datetime","raw_metar","visibility","wind","precipitation","freezing","dangerous","VMC_IMC","latitude","longitude"
"PAII","EGEGIK","USA","20-01-22","""2020-01-22T16:11:00.000Z""","PAII 221611Z AUTO 00000KT 1/4SM -SN FZFG OVC002 M12/M14 A2981 RMK AO2 SNB03 P0000 FZRANO 20-01-22",0,0,10,10,0,1,58.185488888888884,-157.3754277777778
"PADL","DILLINGHAM","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PADL 221556Z 36003KT 10SM CLR M23/M26 A2980 RMK AO2 SLP096 T12331256 20-01-22",0,0,0,0,0,0,59.044666666666664,-158.5055
"PAED","ELMENDORF AFB","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAED 221556Z 00000KT 10SM OVC015 M09/M12 A2963 RMK SLP033 T10951117 20-01-22",0,0,0,0,0,0,61.251352777777775,-149.8065277777778
"PFEL","ELIM","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PFEL 221556Z AUTO 00000KT 8SM -SN FEW022 OVC036 M14/M16 A2962 RMK AO2 SLP033 P0000 T11441161 FZRANO 20-01-22",0,0,6.7,7.5,0,0,64.61497222222222,-162.2705277777778
"PASY","EARECKSON AS","USA","20-01-22","""2020-01-22T15:55:00.000Z""","PASY 221555Z 10025G29KT 7SM FEW033 BKN049 BKN060 01/M01 A2945 RMK AO2A PK WND 09032/28 SHSNB41E53 SLP973 T00081012 RVRNO PNO FZRANO $ 20-01-22",0,6,0,2.5,0,0,52.71226111111111,174.11359444444443
"PABI","ALLEN AAF","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PABI 221553Z 10003KT 1 3/4SM -SN BR OVC022 M18/M21 A2959 RMK AO2 SLP077 P0001 T11831206 20-01-22",0,0,6.7,10,0,0,63.994547222222224,-145.72164166666667
"PAEG","EAGLE","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAEG 221553Z AUTO 00000KT 10SM OVC033 M16/M18 A2957 RMK AO2 SLP038 T11561183 TSNO 20-01-22",0,0,0,0,0,0,64.77808333333333,-141.1496111111111
"PAGS","GUSTAVUS","USA","20-01-22","""2020-01-22T16:18:00.000Z""","PAGS 221618Z AUTO 00000KT 10SM UP BKN024 BKN028 OVC034 00/M01 A2957 RMK AO2 P0000 FZRANO 20-01-22",0,0,3.3,2.5,0,0,58.42527777777777,-135.70741666666666
"PAGK","GULKANA","USA","20-01-22","""2020-01-22T16:16:00.000Z""","PAGK 221616Z AUTO 00000KT 3SM -SN BKN011 OVC110 M21/M23 A2956 RMK AO2 P0000 T12061233 TSNO 20-01-22",0,0,6.7,10,0,1,62.154944444444446,-145.45433333333332
"PFYU","FORT YUKON","USA","20-01-22","""2020-01-22T16:12:00.000Z""","PFYU 221612Z 00000KT 10SM SCT007 M33/M37 A2969 RMK AO2 20-01-22",0,0,0,0,0,0,66.57241666666667,-145.24633333333333
"PAFB","LADD AAF","USA","20-01-22","""2020-01-22T15:58:00.000Z""","PAFB 221558Z AUTO 00000KT 10SM OVC080 M24/M27 A2969 RMK AO2 SLP075 T12411268 20-01-22",0,0,0,0,0,0,64.83651666666667,-147.61686666666668
"PAGA","EDWARD G. PITKA SR","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAGA 221556Z AUTO 00000KT 6SM -SN BKN035 OVC041 M24/M27 A2971 RMK AO2 SLP066 P0000 T12391267 FZRANO 20-01-22",0,0,6.7,10,0,0,64.73617777777778,-156.9374138888889
"PAGL","GOLOVIN","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAGL 221556Z AUTO 30006KT 9SM -SN FEW021 OVC036 A2963 RMK AO2 SLPNO P0000 FZRANO $ 20-01-22",0,0,6.7,0,0,0,64.55044444444444,-163.00716666666668
"PAFA","FAIRBANKS INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAFA 221553Z 00000KT 10SM FEW022 BKN050 OVC100 M23/M27 A2968 RMK AO2 SLP068 T12281267 20-01-22",0,0,0,0,0,0,64.81510833333333,-147.85644722222222
"PAHL","HUSLIA","USA","20-01-22","""2020-01-22T16:18:00.000Z""","PAHL 221618Z AUTO 00000KT 5SM -SN BKN020 OVC065 M25/M28 A2969 RMK AO2 P0000 FZRANO 20-01-22",0,0,6.7,10,0,0,65.69786111111111,-156.3513888888889
"PAIL","ILIAMNA","USA","20-01-22","""2020-01-22T16:10:00.000Z""","PAIL 221610Z 34003KT 10SM BKN006 OVC014 M20/M22 A2977 RMK AO2 T12001222 20-01-22",0,0,0,0,0,0,59.75557777777778,-154.91774999999998
"PAHP","HOOPER BAY","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAHP 221556Z AUTO 03003KT 10SM FEW050 M13/M14 A2973 RMK AO2 SLP068 T11281144 FZRANO 20-01-22",0,0,0,2.5,0,0,61.52386111111111,-166.1466111111111
"PAIG","IGIUGIG","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAIG 221556Z AUTO 00000KT 1/2SM FZFG OVC002 M17/M18 A2979 RMK AO2 SNE31 SLP098 P0000 T11671183 FZRANO $ 20-01-22",0,0,10,10,0,1,59.32404166666667,-155.90177222222223
"PAOH","HOONAH","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAOH 221556Z AUTO 10004KT 8SM -SN BKN007 BKN027 OVC038 01/01 A2955 RMK AO2 SLP008 P0002 T00060006 FZRANO 20-01-22",0,0,6.7,7.5,0,0,58.09619722222222,-135.40875555555556
"PAIM","INDIAN MOUNTAIN LRRS","USA","20-01-22","""2020-01-22T15:55:00.000Z""","PAIM 221555Z AUTO 00000KT 8SM -SN FEW021 OVC033 M24/M26 A2955 RMK AO2 SNB1440 SLP069 T12371265 20-01-22",0,0,6.7,10,0,0,65.99277222222223,-153.70348888888887
"PAHN","HAINES","USA","20-01-22","""2020-01-22T15:54:00.000Z""","PAHN 221554Z AUTO 29011KT 10SM OVC034 M04/M06 A2958 RMK SLP020 T10391056 TSNO VIA AUTODIAL 20-01-22",0,0,0,2.5,0,0,59.24382777777778,-135.52353611111113
"PAHO","HOMER","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAHO 221553Z 04004KT 10SM OVC018 M09/M11 A2962 RMK AO2 SLP033 T10941106 20-01-22",0,0,0,2.5,0,0,59.64499444444444,-151.48580833333332
"PAIK","BOB BAKER MEMORIAL","USA","20-01-22","""2020-01-22T16:17:00.000Z""","PAIK 221617Z AUTO 00000KT 9SM -SN SCT021 BKN037 OVC100 M22/M24 A2968 RMK AO2 P0000 FZRANO 20-01-22",0,0,6.7,10,0,0,66.97595277777778,-160.43653333333333
"PAKN","KING SALMON","USA","20-01-22","""2020-01-22T16:17:00.000Z""","PAKN 221617Z AUTO 11003KT 1 1/2SM BR OVC004 M13/M15 A2976 RMK AO2 T11331150 TSNO $ 20-01-22",0,0,0,7.5,0,1,58.676491666666664,-156.64868888888887
"PAFE","KAKE","USA","20-01-22","""2020-01-22T16:13:00.000Z""","PAFE 221613Z AUTO 09008KT 10SM -RA FEW016 BKN030 OVC036 04/03 A2957 RMK AO2 P0000 20-01-22",0,0,0,0,0,0,56.96136111111112,-133.9102611111111
"PAVC","KING COVE","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAVC 221556Z AUTO 00000KT 10SM CLR M08/M12 A2983 RMK AO2 SLP103 T10831122 FZRANO 20-01-22",0,0,0,0,0,0,55.116347222222224,-162.26624722222223
"PAEN","KENAI MUNI","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAEN 221553Z 11004KT 10SM OVC011 01/M11 A2964 RMK AO2 SLP041 T00061111 $ 20-01-22",0,0,0,0,0,0,60.57327777777778,-151.24483333333333
"PAJN","JUNEAU INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAJN 221553Z 00000KT 1 3/4SM -SN BR BKN004 BKN008 OVC016 01/M01 A2956 RMK AO2 SLP011 P0004 T00061006 20-01-22",0,0,6.7,7.5,0,1,58.354711111111115,-134.57846944444444
"PAKT","KETCHIKAN INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAKT 221553Z COR 12022G27KT 10SM -RA OVC025 06/03 A2960 RMK HARBOR WIND 11024KT 20-01-22",0,6,0,0,0,0,55.354083333333335,-131.7112222222222
"PAKV","KALTAG","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAKV 221553Z AUTO 00000KT 8SM OVC043 M23/M26 A2972 RMK AO2 SLP072 T12281256 TSNO $ 20-01-22",0,0,0,0,0,0,64.31897777777777,-158.74130555555556
"PAKK","KOYUK ALFRED ADAMS","USA","20-01-22","""2020-01-22T16:13:00.000Z""","PAKK 221613Z AUTO 05003KT 1 3/4SM -SN BR FEW013 OVC020 M15/M17 A2959 RMK AO2 P0000 FZRANO 20-01-22",0,0,6.7,10,0,1,64.93952777777778,-161.1542777777778
"PAIN","MCKINLEY","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAIN 221556Z AUTO 00000KT 3SM -SN BR FEW034 BKN047 OVC055 M18/M20 A2952 RMK AO2 SNE11B39 SLP061 P0000 T11781200 FZRANO 20-01-22",0,0,6.7,10,0,0,63.732597222222225,-148.9106361111111
"PAJZ","KOLIGANEK","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAJZ 221556Z AUTO 34003KT 3/4SM BR OVC003 M27/M29 A2984 RMK AO2 SLP112 T12671289 FZRANO $ 20-01-22",0,0,0,10,0,1,59.72674166666667,-157.26028055555557
"PADQ","KODIAK","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PADQ 221553Z 30006KT 10SM CLR M04/M09 A2964 RMK AO2 SLP037 T10441089 20-01-22",0,0,0,0,0,0,57.749966666666666,-152.49379444444443
"PAKW","KLAWOCK","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAKW 221553Z AUTO 02004KT 10SM -RA OVC038 04/03 A2953 RMK RAB12E25B33 SLP000 P0001 T00390028 TSNO VIA AUTODIAL 20-01-22",0,0,0,0,0,0,55.579233333333335,-133.0759972222222
"PAMC","MC GRATH","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAMC 221553Z AUTO VRB03KT 10SM OVC055 M29/M32 A2974 RMK AO2 SNE44 SLP089 P0000 T12941322 TSNO $ 20-01-22",0,0,0,0,0,0,62.952783333333336,-155.6070472222222
"PAOT","RALPH WIEN MEMORIAL ","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAOT 221553Z 05005KT 10SM SCT038 BKN060 OVC075 M20/M22 A2964 RMK AO2 SNE26 SLP037 P0000 T12001222 $ 20-01-22",0,0,0,0,0,0,66.88480555555556,-162.5981388888889
"PAVL","KIVALINA","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAVL 221553Z AUTO 03005KT 10SM FEW042 BKN085 OVC110 M22/M24 A2965 RMK AO2 SLP041 T12171239 TSNO $ 20-01-22",0,0,0,0,0,0,67.73613888888889,-164.5635
"PAKU","KUPARUK","USA","20-01-22","""2020-01-22T15:45:00.000Z""","PAKU 221545Z 18009KT 10SM R06/P6000FT FEW210 M24/M27 A2962 20-01-22",0,0,0,0,0,0,70.33066666666666,-149.59805555555556
"PANW","NEW STUYAHOK","USA","20-01-22","""2020-01-22T16:13:00.000Z""","PANW 221613Z AUTO 02006KT 4SM BR OVC002 M25/M27 A2978 RMK AO2 FZRANO 20-01-22",0,0,0,10,0,0,59.451527777777784,-157.37316666666666
"PAMO","MOUNTAIN VILLAGE","USA","20-01-22","""2020-01-22T16:02:00.000Z""","PAMO 221602Z AUTO 27010KT 10SM CLR M15/M17 A2971 RMK AO2 SNE1509 SLP072 P0000 T11501167 FZRANO 20-01-22",0,0,0,0,0,0,62.09477777777778,-163.6828611111111
"PAMH","MINCHUMINA","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAMH 221556Z AUTO 00000KT 10SM BKN060 M31/M34 A2967 RMK AO2 SLP069 T13111339 FZRANO 20-01-22",0,0,0,0,0,0,63.88597222222222,-152.30183333333335
"PAMM","METLAKATLA","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAMM 221556Z AUTO 11005KT 10SM OVC027 07/03 A2961 RMK AO2 RAB37E47 SLP019 P0000 T00720028 $ 20-01-22",0,0,0,0,0,0,55.1310276666667,-131.578055666667
"PAMY","MEKORYUK","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAMY 221556Z AUTO 10SM FEW015 SCT022 BKN085 M08/M08 A2971 RMK AO2 SNE47 SLPNO P0000 T10781083 FZRANO $ 20-01-22",0,0,0,2.5,0,0,60.37238888888889,-166.27019444444446
"PANA","NAPAKIAK","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PANA 221556Z AUTO 00000KT 10SM CLR M19/M22 A2981 RMK AO2 SLP093 T11941217 PWINO FZRANO 20-01-22",0,0,0,0,0,0,60.69033333333333,-161.9785
"PAOU","NELSON LAGOON","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAOU 221556Z AUTO 05017KT 10SM FEW033 M03/M08 A2984 RMK AO2 SLP104 T10281078 FZRANO 20-01-22",0,2,0,0,0,0,56.00753611111111,-161.16036666666668
"PANN","NENANA MUNI","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PANN 221553Z AUTO 00000KT 10SM CLR M30/M34 A2968 RMK AO2 SLP070 T13001339 TSNO 20-01-22",0,0,0,0,0,0,64.54732777777778,-149.073975
"PAMD","MIDDLETON ISLAND","USA","20-01-22","""2020-01-22T15:51:00.000Z""","PAMD 221551Z AUTO 26006KT 10SM BKN031 M01/M03 A2951 RMK AO2 SLP981 T10061028 FZRANO 20-01-22",0,0,0,2.5,0,0,59.44994166666666,-146.3072388888889
"PAAQ","PALMER MUNI","USA","20-01-22","""2020-01-22T16:02:00.000Z""","PAAQ 221602Z AUTO 35005KT 10SM BKN028 OVC060 M12/M13 A2963 RMK AO2 T11171133 TSNO 20-01-22",0,0,0,2.5,0,0,61.59491388888889,-149.0887111111111
"PAFS","NIKOLAI","USA","20-01-22","""2020-01-22T16:01:00.000Z""","PAFS 221601Z AUTO 00000KT 9SM -SN SCT040 SCT050 OVC065 M31/M34 A2973 RMK AO2 SLP092 P0000 T13061339 FZRANO 20-01-22",0,0,6.7,10,0,0,63.01855555555556,-154.35844444444444
"PAWN","NOATAK","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAWN 221556Z AUTO 36005KT 6SM -SN FEW032 BKN060 OVC070 M24/M27 A2968 RMK AO2 SLP066 P0000 T12441272 FZRANO 20-01-22",0,0,6.7,10,0,0,67.56116666666667,-162.98041666666666
"PAPG","PETERSBURG JAMES A JOHNSON","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAPG 221556Z 34007KT 10SM FEW004 BKN025 OVC034 01/01 A2958 20-01-22",0,0,0,2.5,0,0,56.801472222222216,-132.94622222222222
"PAOR","NORTHWAY","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAOR 221553Z 00000KT 10SM FEW020 SCT040 BKN060 M30/M33 A2956 RMK AO2 SLP094 T13001333 PNO 20-01-22",0,0,0,0,0,0,62.96116666666667,-141.92808333333332
"PAQT","NUIQSUT","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAQT 221553Z AUTO 21011KT 10SM CLR M26/M27 A2963 RMK AO2 SLP035 T12561272 TSNO PNO 20-01-22",0,0,0,0,0,0,70.20983333333334,-151.00647222222221
"PAOM","NOME","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAOM 221553Z AUTO 00000KT 10SM OVC049 M14/M17 A2961 RMK AO2 SNE32 SLP028 P0000 T11441167 TSNO $ 20-01-22",0,0,0,0,0,0,64.51255,-165.44436944444445
"PAPH","PORT HEIDEN","USA","20-01-22","""2020-01-22T16:09:00.000Z""","PAPH 221609Z AUTO 36010KT 10SM SCT026 M07/M10 A2979 RMK AO2 FZRANO 20-01-22",0,0,0,0,0,0,56.9591,-158.6333611111111
"PAPM","PLATINUM","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAPM 221556Z AUTO 12007KT 10SM SCT055 M14/M16 A2985 RMK AO2 SLP109 T11441161 FZRANO 20-01-22",0,0,0,2.5,0,0,59.017830555555555,-161.82719166666666
"PAPN","PILOT POINT","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAPN 221556Z AUTO 33006KT 4SM BR CLR M11/M12 A2979 RMK AO2 SLP104 T11061122 PWINO FZRANO $ 20-01-22",0,0,0,7.5,0,0,57.58038055555556,-157.57195555555555
"PAQH","QUINHAGAK","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAQH 221556Z AUTO 12008KT 10SM CLR M21/M23 A2983 RMK AO2 SNE25 SLP102 P0000 T12061228 FZRANO 20-01-22",0,0,0,0,0,0,59.755094444444445,-161.84536666666668
"PADG","RED DOG","USA","20-01-22","""2020-01-22T16:10:00.000Z""","PADG 221610Z 00000KT 7SM -IC FEW040 M22/M25 A2956 20-01-22",0,0,0,10,0,0,68.0321111111111,-162.89919444444445
"PASM","SAINT MARY'S","USA","20-01-22","""2020-01-22T16:02:00.000Z""","PASM 221602Z AUTO 25005KT 10SM SCT018 M16/M18 A2972 RMK AO2 FZRANO 20-01-22",0,0,0,0,0,0,62.06083333333333,-163.30183333333335
"PACM","SCAMMON BAY","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PACM 221556Z AUTO 21009KT 10SM CLR M12/M14 A2976 RMK AO2 SLP073 T11171144 FZRANO 20-01-22",0,0,0,2.5,0,0,61.84454166666667,-165.57375
"PARS","RUSSIAN MISSION","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PARS 221556Z AUTO 26005KT 7SM -SN OVC022 M14/M16 A2973 RMK AO2 SLP072 P0000 T11441161 FZRANO $ 20-01-22",0,0,6.7,7.5,0,0,61.77488888888889,-161.31938888888888
"PARY","RUBY","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PARY 221556Z AUTO 07007KT 10SM OVC044 M26/M29 A2965 RMK AO2 SNE31 SLP068 P0000 T12611294 FZRANO 20-01-22",0,0,0,0,0,0,64.72721111111112,-155.4698888888889
"PASD","SAND POINT","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PASD 221556Z 35014KT 10SM CLR M03/M09 A2979 RMK AO2 SLP090 T10331089 20-01-22",0,0,0,0,0,0,55.313694444444444,-160.52141666666668
"PASK","SELAWIK","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PASK 221556Z AUTO 06014KT 9SM -SN OVC041 M21/M23 A2968 RMK AO2 SNB24 SLP047 T12111233 FZRANO 20-01-22",0,0,6.7,10,0,0,66.60013888888888,-159.98575
"PASO","SELDOVIA","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PASO 221553Z AUTO 00000KT 10SM OVC027 M08/M09 A2962 RMK AO2 SLP030 T10781094 TSNO 20-01-22",0,0,0,2.5,0,0,59.44390555555555,-151.70504166666666
"PAWD","SEWARD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAWD 221553Z AUTO 36019G30KT 10SM CLR M08/M12 A2958 RMK AO2 PK WND 35030/1549 SLP018 T10831117 TSNO $ 20-01-22",0,4,0,0,0,0,60.13008055555556,-149.41684444444442
"PAHX","SHAGELUK","USA","20-01-22","""2020-01-22T16:23:00.000Z""","PAHX 221623Z AUTO 22004KT 10SM SCT011 BKN026 OVC031 M21/M23 A2974 RMK AO2 PWINO FZRANO 20-01-22",0,0,0,0,0,0,62.69230555555555,-159.5692222222222
"PASV","SPARREVOHN LRRS","USA","20-01-22","""2020-01-22T16:18:00.000Z""","PASV 221618Z AUTO 00000KT 10SM -SN BKN014 OVC065 M15/M17 A2960 RMK AO2 SLP080 20-01-22",0,0,6.7,10,0,0,61.09711388888889,-155.57480833333332
"PAGH","SHUNGNAK","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAGH 221556Z AUTO 11013KT 10SM FEW039 SCT055 M22/M25 A2967 RMK AO2 SLP058 T12221250 FZRANO 20-01-22",0,0,0,0,0,0,66.888075,-157.16240000000002
"PASX","SOLDOTNA","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PASX 221556Z AUTO 00000KT 3SM BR CLR M14/M17 A2966 RMK AO2 SLP055 T11441167 FZRANO 20-01-22",0,0,0,7.5,0,0,60.47513888888889,-151.03963888888887
"PAGY","SKAGWAY","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAGY 221553Z AUTO 00000KT 10SM BKN038 OVC045 M02/M04 A2959 RMK SLP021 T10221039 TSNO VIA AUTODIAL 20-01-22",0,0,0,2.5,0,0,59.460061111111116,-135.3156638888889
"PAPB","SAINT GEORGE","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAPB 221553Z AUTO 35003KT 10SM CLR M12/M13 A2986 RMK AO2 SLP100 T11171133 TSNO 20-01-22",0,0,0,2.5,0,0,56.57736111111112,-169.66372222222222
"PASI","SITKA ROCKY GUTIERREZ","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PASI 221553Z 00000KT 10SM SCT046 OVC060 03/02 A2947 RMK AO2 SLP981 T00280022 20-01-22",0,0,0,0,0,0,57.04683333333333,-135.36106666666666
"PAOO","TOKSOOK BAY","USA","20-01-22","""2020-01-22T16:24:00.000Z""","PAOO 221624Z AUTO 07011KT 1 1/2SM -SN BR OVC016 M09/M11 A2976 RMK AO2 P0000 FZRANO TSNO 20-01-22",0,0,6.7,7.5,0,0,60.541333333333334,-165.08719444444446
"PATE","TELLER","USA","20-01-22","""2020-01-22T16:22:00.000Z""","PATE 221622Z AUTO 23007KT 9SM -SN BKN010 OVC020 M13/M14 A2958 RMK AO2 P0000 FZRANO 20-01-22",0,0,6.7,7.5,0,0,65.24038888888889,-166.3393888888889
"PAMK","ST MICHAEL","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAMK 221556Z AUTO 18007KT 8SM -SN OVC030 M13/M14 A2965 RMK AO2 SLP042 P0000 T11281139 FZRANO 20-01-22",0,0,6.7,7.5,0,0,63.49005555555556,-162.11038888888888
"PAUN","UNALAKLEET","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAUN 221556Z AUTO 08011KT 9SM -SN BKN018 OVC037 M16/M18 A2967 RMK AO2 SLP051 P0000 T11561183 FZRANO 20-01-22",0,0,6.7,10,0,0,63.8885,-160.7991111111111
"PATL","TATALINA LRRS","USA","20-01-22","""2020-01-22T15:55:00.000Z""","PATL 221555Z AUTO 03001KT 6SM -SN OVC026 M25/M27 A2967 RMK AO2 SHSNB1455E1506 SLP099 P0000 T12531275 20-01-22",0,0,6.7,10,0,0,62.89490833333333,-155.9780388888889
"PASN","ST PAUL ISLAND","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PASN 221553Z AUTO 27003KT 10SM CLR M09/M12 A2983 RMK AO2 SLP104 T10941122 TSNO $ 20-01-22",0,0,0,0,0,0,57.16630555555555,-170.22255555555554
"PATC","TIN CITY LRRS","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PATC 221553Z 05010KT 10SM -SN BKN048 M16/M18 A2958 RMK AO2A SLP026 20-01-22",0,0,6.7,10,0,0,65.564025,-167.92251944444445
"PATK","TALKEETNA","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PATK 221553Z AUTO 00000KT 10SM OVC009 M11/M13 A2963 RMK AO2 SLP041 T11061133 TSNO $ 20-01-22",0,0,0,2.5,0,0,62.321361111111116,-150.09272222222222
"PATA","RALPH M CALHOUN MEMORIAL","USA","20-01-22","""2020-01-22T15:52:00.000Z""","PATA 221552Z 03003KT 10SM CLR M36/ A2975 RMK AO2 SLP086 T1361 20-01-22",0,0,0,0,0,0,65.1743888888889,-152.1081111111111
"PADU","UNALASKA","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PADU 221556Z 00000KT 10SM CLR M02/M09 A2986 RMK AO2 SLP115 T10221094 20-01-22",0,0,0,0,0,0,53.898944444444446,-166.5450277777778
"PAVD","VALDEZ PIONEER FIELD","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAVD 221556Z 00000KT 4SM -SN BR FEW002 BKN040 OVC060 M06/M08 A2961 RMK AO2 SNB35 SLP027 P0000 T10561078 20-01-22",0,0,6.7,7.5,0,0,61.13421388888889,-146.2447611111111
"PAWG","WRANGELL","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAWG 221556Z 08008KT 10SM -RA SCT020 BKN035 OVC055 04/03 A2961 RMK AO2 RAE04B21 SLP026 P0000 T00440033 20-01-22",0,0,0,0,0,0,56.48433333333333,-132.36983333333333
"PAWM","WHITE MOUNTAIN","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAWM 221556Z AUTO 00000KT 7SM -SN BKN030 OVC050 M15/M17 A2961 RMK AO2 SLP035 P0000 T11501167 FZRANO 20-01-22",0,0,6.7,10,0,0,64.68919444444445,-163.41275000000002
"PAWS","WASILLA","USA","20-01-22","""2020-01-22T15:56:00.000Z""","PAWS 221556Z AUTO 00000KT 9SM -SN FEW008 OVC020 M10/M12 A2964 RMK AO2 SLP046 P0000 T11001117 FZRANO 20-01-22",0,0,6.7,7.5,0,0,61.57165833333334,-149.54029444444444
"PAYA","YAKUTAT","USA","20-01-22","""2020-01-22T15:53:00.000Z""","PAYA 221553Z AUTO 08003KT 10SM BKN055 OVC100 01/00 A2952 RMK AO2 RAB01E37SNE01 SLP996 P0001 T00060000 TSNO $ 20-01-22",0,0,0,2.5,0,0,59.503305555555556,-139.66025000000002
"KALX","THOMAS C RUSSELL FLD","USA","20-01-22","""2020-01-22T16:15:00.000Z""","KALX 221615Z AUTO 06008KT 10SM CLR 03/M09 A3037 RMK AO2 T00291093 20-01-22",0,0,0,0,0,0,32.91475,-85.96294444444445
"KAUO","AUBURN UNIVERSITY RGNL","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KAUO 221556Z AUTO 06009G15KT 10SM CLR 03/M09 A3035 RMK AO2 SLP306 T00281094 20-01-22",0,2,0,0,0,0,32.615116666666665,-85.4340138888889
"KOZR","CAIRNS AAF (FORT RUCKER)","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KOZR 221556Z AUTO 05006KT 10SM CLR 05/M09 A3033 RMK AO2 SLP275 T00461092 20-01-22",0,0,0,0,0,0,31.275666666666666,-85.71333333333334
"KANB","ANNISTON RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KANB 221553Z AUTO 05006KT 10SM CLR 01/M07 A3039 RMK AO2 SLP306 T00111072 20-01-22",0,0,0,0,0,0,33.588166666666666,-85.8581111111111
"KBHM","BIRMINGHAM-SHUTTLESWOTH INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KBHM 221553Z 11006KT 10SM BKN250 03/M09 A3042 RMK AO2 SLP305 T00281094 20-01-22",0,0,0,0,0,0,33.56388888888888,-86.75230555555555
"KDCU","PRYOR FIELD RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KDCU 221553Z AUTO 13006KT 10SM CLR 02/M06 A3041 RMK AO2 SLP304 T00221061 $ 20-01-22",0,0,0,0,0,0,34.65264722222222,-86.94536666666667
"KDHN","DOTHAN RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KDHN 221553Z 07010KT 10SM CLR 06/M09 A3036 RMK AO2 SLP282 T00561089 20-01-22",0,0,0,0,0,0,31.32102777777778,-85.44947222222223
"KGAD","NORTHEAST ALABAMA RGNL","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KGAD 221556Z AUTO VRB03KT 10SM CLR 02/M07 A3043 RMK AO2 SLP314 T00171072 FZRANO 20-01-22",0,0,0,0,0,0,33.97264722222222,-86.08908333333333
