"airport","airport_name","countryCode","date","datetime","raw_metar","visibility","wind","precipitation","freezing","dangerous","VMC_IMC","latitude","longitude"
"FGSL","MALABO","GNQ","20-01-22","""2020-01-22T16:00:00.000Z""","FGSL 221600Z 25008KT 210V280 6000 FEW012 31/26 Q1008 NOSIG 20-01-22",0,0,0,0,0,0,3.7552777777777777,8.70861111111111
"FIMP","SIR SEEWOOSAGUR RAMGOOLAM INTERNATIONAL AIRPORT","MUS","20-01-22","""2020-01-22T16:00:00.000Z""","FIMP 221600Z 00000KT 9999 VCSH BKN014 BKN050 27/25 Q1004 20-01-22",0,0,0,0,0,0,-20.43,57.683055555555555
"FZAA","KINSHASA/N'DJILI","COD","20-01-22","""2020-01-22T16:00:00.000Z""","FZAA 221600Z 30004KT 6000 FEW024 32/24 Q1008 NOSIG 20-01-22",0,0,0,0,0,0,-4.385586111111111,15.444697222222223
"FHAW","ASCENSION I.","GBR","20-01-22","""2020-01-22T15:50:00.000Z""","FHAW 221550Z 15014KT 9999 FEW012 BKN050 29/23 Q1012 NOSIG RMK BLU BLU 20-01-22",0,0,0,0,0,0,-7.969597222222222,-14.393663888888888
"FIMR","RODRIGUES/SIR GAETAN DUVAL AIRPORT","MUS","20-01-22","""2020-01-22T16:00:00.000Z""","FIMR 221600Z 34006KT 9999 SCT018 BKN250 29/26 Q1007 20-01-22",0,0,0,0,0,0,-19.757727777777777,63.36126388888889
"FKKD","DOUALA/AEROPORT","CMR","20-01-22","""2020-01-22T16:00:00.000Z""","FKKD 221600Z VRB04KT 5000 HZ SCT016 FEW020CB 32/26 Q1007 NOSIG 20-01-22",0,0,0,0,1.3,0,4.011666666666667,9.708333333333332
"FKKN","NGAOUNDERE","CMR","20-01-22","""2020-01-22T16:00:00.000Z""","FKKN 221600Z 02008KT CAVOK 30/05 Q1015 20-01-22",0,0,0,0,0,0,7.359166666666666,13.56
"FKKR","GAROUA","CMR","20-01-22","""2020-01-22T16:00:00.000Z""","FKKR 221600Z 08008KT 050V110 CAVOK 35/M01 Q1010 NOSIG 20-01-22",0,0,0,0,0,0,9.336666666666668,13.381111111111112
"FKYS","YAOUNDE/NSIMALEN","CMR","20-01-22","""2020-01-22T16:00:00.000Z""","FKYS 221600Z 10005KT 060V140 6000 NSC 32/14 Q1012 NOSIG 20-01-22",0,0,0,0,0,0,3.7173333333333334,11.552444444444445
"FLKK","KENNETH KAUNDA","ZMB","20-01-22","""2020-01-22T16:00:00.000Z""","FLKK 221600Z 11007KT 9999 FEW055CB BKN060 27/18 Q1014 20-01-22",0,0,0,0,1.3,0,-15.326666666666666,28.456666666666667
"FJDG","DIEGO GARCIA (SEE/VOIR/VES KJDG)","GBR","20-01-22","""2020-01-22T15:55:00.000Z""","FJDG 221555Z 08003KT 9999 FEW023 SCT250 28/25 A2986 RMK SLP108 T02840251 20-01-22",0,0,0,0,0,0,-7.313275,72.41105555555556
"FMCZ","DZAOUDZI","MDG","20-01-22","""2020-01-22T16:30:00.000Z""","FMCZ 221630Z AUTO 31018KT 9999 FEW023 SCT064 BKN080 26/25 Q1006 20-01-22",0,2,0,0,0,0,-12.806666666666667,45.28055555555555
"FMEE","LA REUNION-ROLAND GARROS","FRA","20-01-22","""2020-01-22T16:30:00.000Z""","FMEE 221630Z AUTO 14004KT CAVOK 26/24 Q1003 20-01-22",0,0,0,0,0,0,-20.89,55.51638888888889
"FMEP","SAINT PIERRE PIERREFONDS","FRA","20-01-22","""2020-01-22T16:30:00.000Z""","FMEP 221630Z AUTO 17012KT 6000 SCT012 BKN022 BKN035 26/25 Q1004 20-01-22",0,0,0,0,0,0,-21.321666666666665,55.425555555555555
"FMMI","ANTANANARIVO/IVATO","MDG","20-01-22","""2020-01-22T16:30:00.000Z""","FMMI 221630Z 10008KT 9999 FEW010 BKN020 19/18 Q1012 TEMPO 4000 RA 20-01-22",0,0,0,0,0,0,-18.79652777777778,47.476083333333335
"FMMT","TOAMASINA","MDG","20-01-22","""2020-01-22T16:28:00.000Z""","FMMT 221628Z 23006KT 2500 -RA FEW007 SCT016TCU BKN033 24/23 Q1007 TEMPO 4000 20-01-22",0,0,0,0,1.7,1,-18.115833333333335,49.39333333333333
"FMNM","MAHAJANGA/PH. TSIRANANA","MDG","20-01-22","""2020-01-22T16:15:00.000Z""","FMNM 221615Z 34029G42KT 6000 -RA FEW010 SCT017CB BKN033 26/24 Q1002 WS ALL RWY TEMPO 4000 TSRA 20-01-22",0,6,0,0,2,0,-15.666666666666666,46.35111111111111
"FMCH","MORONI/PRINCE SAID IBRAHIM","COM","20-01-22","""2020-01-22T16:00:00.000Z""","FMCH 221600Z 30013KT 5000 -SHRA SCT006 SCT020CB BKN023 OVC060 27/25 Q1008 TEMPO 3000 TSRA 20-01-22",0,0,3.3,0,3.3,0,-11.536519444444444,43.271325
"FMSD","TOLAGNARO","MDG","20-01-22","""2020-01-22T16:00:00.000Z""","FMSD 221600Z 06010KT 9999 SCT016 BKN033 24/20 Q1009 20-01-22",0,0,0,0,0,0,-25.03805555555556,46.95611111111111
"FNCA","CABINDA/CABINDA","AGO","20-01-22","""2020-01-22T16:00:00.000Z""","FNCA 221600Z 19006KT 9999 SCT015 BKN080 FEW090CB 30/26 Q1007 20-01-22",0,0,0,0,1.3,0,-5.586666666666666,12.188611111111111
"FNHU","HUAMBO/ALBANO MACHADO","AGO","20-01-22","""2020-01-22T16:00:00.000Z""","FNHU 221600Z 23005KT 8000 VCTS SCT018 FEW028 BKN070 19/18 Q1019 20-01-22",0,0,0,0,8,0,-12.8,15.75
"FNSA","SAURIMO/SAURIMO","AGO","20-01-22","""2020-01-22T16:00:00.000Z""","FNSA 221600Z 36005KT 9999 SCT030 29/20 Q1016 20-01-22",0,0,0,0,0,0,-9.68888888888889,20.430833333333336
"FNUB","LUBANGO/MUKANKA","AGO","20-01-22","""2020-01-22T16:00:00.000Z""","FNUB 221600Z 25005KT 7000 VCSHRA FEW020 FEW030CB BKN250 24/// Q1020 20-01-22",0,0,3.3,0,4,0,-14.924444444444443,13.571666666666667
"FNUE","LUENA/MOXICO","AGO","20-01-22","""2020-01-22T16:00:00.000Z""","FNUE 221600Z 30005KT CAVOK 25/22 Q1016 20-01-22",0,0,0,0,0,0,-11.768611111111111,19.897222222222222
"FOOG","PORT-GENTIL","GAB","20-01-22","""2020-01-22T16:00:00.000Z""","FOOG 221600Z 21008KT 9999 SCT013 FEW020CB 31/27 Q1007 20-01-22",0,0,0,0,1.3,0,-0.7192777777777778,8.75136111111111
"FOON","FRANCEVILLE/MVENGUE","GAB","20-01-22","""2020-01-22T16:00:00.000Z""","FOON 221600Z 32005KT 290V360 9999 FEW015 32/24 Q1009 20-01-22",0,0,0,0,0,0,-1.6519444444444444,13.434722222222222
"FPST","SAO TOME/INTERNATIONAL,SAO TOME ISLAND","STP","20-01-22","""2020-01-22T16:00:00.000Z""","FPST 221600Z 14010KT 9999 FEW020CB SCT033 31/26 Q1008 NOSIG 20-01-22",0,0,0,0,1.3,0,0.37777777777777777,6.713055555555556
"FQCH","CHIMOIO","MOZ","20-01-22","""2020-01-22T16:00:00.000Z""","FQCH 221600Z /////KT 9999 SCT015 25/16 Q1014 20-01-22",0,0,0,0,0,0,-19.149722222222223,33.428888888888885
"FQIN","INHAMBANE","MOZ","20-01-22","""2020-01-22T16:00:00.000Z""","FQIN 221600Z 21006KT 9999 SCT020 BKN025 26/20 Q1010 20-01-22",0,0,0,0,0,0,-23.866666666666667,35.416666666666664
"FQMA","MAPUTO","MOZ","20-01-22","""2020-01-22T16:00:00.000Z""","FQMA 221600Z 09010KT 9999 SCT020 27/19 Q1009 NOSIG 20-01-22",0,0,0,0,0,0,-25.920833333333334,32.57263888888889
"FQNP","NAMPULA","MOZ","20-01-22","""2020-01-22T16:00:00.000Z""","FQNP 221600Z 19007KT 160V220 9999 -DZ SCT010 BKN020 BKN100 26/21 Q1008 20-01-22",0,0,0,0,0,0,-15.102777777777778,39.28444444444444
"FQPB","PEMBA","MOZ","20-01-22","""2020-01-22T16:00:00.000Z""","FQPB 221600Z 36003KT 9999 FEW020 BKN100 27/25 Q1007 20-01-22",0,0,0,0,0,0,-12.991647222222221,40.52425
"FQQL","QUELIMANE","MOZ","20-01-22","""2020-01-22T16:00:00.000Z""","FQQL 221600Z 21011KT 9999 SCT020 SCT/// 28/22 Q1007 20-01-22",0,0,0,0,0,0,-17.85,36.86666666666667
"FQTT","TETE CHINGODZI","MOZ","20-01-22","""2020-01-22T16:00:00.000Z""","FQTT 221600Z 00000KT 9999 FEW020 28/20 Q1009 20-01-22",0,0,0,0,0,0,-16.10808888888889,33.640225
"FQVL","VILANKULO","MOZ","20-01-22","""2020-01-22T16:00:00.000Z""","FQVL 221600Z 13012KT 9999 SCT020 28/22 Q1009 20-01-22",0,0,0,0,0,0,-22.016666666666666,35.31666666666667
"FSIA","SEYCHELLES INTERNATIONAL AIRPORT","SYC","20-01-22","""2020-01-22T16:00:00.000Z""","FSIA 221600Z 03006KT 010V070 9999 FEW021 29/25 Q1010 NOSIG 20-01-22",0,0,0,0,0,0,-4.674344444444444,55.521852777777774
"FTTA","SARH","TCD","20-01-22","""2020-01-22T16:00:00.000Z""","FTTA 221600Z 01008KT CAVOK 33/02 Q1012 20-01-22",0,0,0,0,0,0,9.151166666666667,18.379333333333335
"FTTJ","N'DJAMENA/AEROPORT","TCD","20-01-22","""2020-01-22T16:00:00.000Z""","FTTJ 221600Z 01012KT 7000 NSC 31/M07 Q1012 NOSIG 20-01-22",0,0,0,0,0,0,12.124947222222223,15.024819444444445
"FVFA","VICTORIA FALLS","ZWE","20-01-22","""2020-01-22T16:00:00.000Z""","FVFA 221600Z 11006KT 080V140 CAVOK 30/17 Q1011 NOSIG 20-01-22",0,0,0,0,0,0,-18.094166666666666,25.84
"FWKI","LILONGWE/KAMUZU INTERNATIONAL","MWI","20-01-22","""2020-01-22T16:00:00.000Z""","FWKI 221600Z 24005KT 9999 FEW025CB SCT028 24/16 Q1014 NOSIG 20-01-22",0,0,0,0,1.3,0,-13.783333333333333,33.777499999999996
"FYGB","GOBABIS","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYGB 221600Z AUTO 08003KT //// // ////// 36/02 Q//// 20-01-22",0,0,0,0,0,0,-22.504722222222224,18.97472222222222
"FYGF","GROOTFONTEIN","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYGF 221600Z 35009KT 9999 VCSH FEW040CB FEW050 29/11 Q1016 20-01-22",0,0,0,0,4,0,-19.6,18.133333333333333
"FYKT","KEETMANSHOOP","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYKT 221600Z AUTO 28020G31KT //// // ////// 35/M00 Q1011 20-01-22",0,4,0,0,0,0,-26.53888888888889,18.111666666666668
"FYLZ","LUDERITZ","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYLZ 221600Z AUTO 21009KT //// // ////// 26/15 Q1011 20-01-22",0,0,0,0,0,0,-26.685277777777777,15.245555555555555
"FYML","MARIENTAL","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYML 221600Z AUTO 18016KT //// // ////// 38/01 Q1012 20-01-22",0,2,0,0,0,0,-24.604166666666668,17.925
"FYOA","ONDANGWA","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYOA 221600Z 21004KT CAVOK 37/10 Q1010 20-01-22",0,0,0,0,0,0,-17.877222222222223,15.95
"FYOO","OKAUKUEJO","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYOO 221600Z AUTO 00000KT //// // ////// 37/08 Q1011 20-01-22",0,0,0,0,0,0,-19.1494444,15.9119444
"FYOW","OTJIWARONGO","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYOW 221600Z AUTO 23004KT //// // ////// 35/05 Q1013 20-01-22",0,0,0,0,0,0,-20.4286111,17.1575
"FYWB","WALVIS BAY","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYWB 221600Z 36018KT CAVOK 25/16 Q1011 20-01-22",0,2,0,0,0,0,-22.979999999999997,14.645277777777777
"OBBI","BAHRAIN INTERNATIONAL","BHR","20-01-22","""2020-01-22T16:30:00.000Z""","OBBI 221630Z 11011KT 9999 -RA NSC 20/15 Q1015 NOSIG 20-01-22",0,0,0,0,0,0,26.270833333333332,50.63361111111111
"FYWE","WINDHOEK/EROS","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYWE 221600Z 28011KT CAVOK 31/00 Q1018 20-01-22",0,0,0,0,0,0,-22.6075,17.079166666666666
"OEAB","ABHA","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEAB 221600Z 18010KT 9999 FEW015 12/09 Q1022 NOSIG 20-01-22",0,0,0,0,0,0,18.240277777777777,42.656388888888884
"OEAH","AL AHSA","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEAH 221600Z 22006KT 9999 SCT050 BKN100 23/05 Q1014 NOSIG 20-01-22",0,0,0,0,0,0,25.28611111111111,49.486111111111114
"FYWH","HOSEA KUTAKO INTL AIRPORT","NAM","20-01-22","""2020-01-22T16:00:00.000Z""","FYWH 221600Z 26011KT 210V290 9999 FEW050TCU SCT060 33/M02 Q1016 NOSIG 20-01-22",0,0,0,0,1,0,-22.479894444444444,17.47095
"OAKN","KANDAHAR","AFG","20-01-22","""2020-01-22T15:56:00.000Z""","OAKN 221556Z 05014G21KT 9999 CLR 05/M01 A3029 RMK AO2A SLP254 WND DATA ESTMD T00531014 20-01-22",0,2,0,0,0,0,31.505872222222223,65.84779722222221
"OAHR","HERAT","AFG","20-01-22","""2020-01-22T15:55:00.000Z""","OAHR 221555Z VRB02KT 9999 FEW030 SCT090 06/03 Q1025 RMK A3028 BLU 20-01-22",0,0,0,0,0,0,34.21,62.22833333333333
"OAKB","KABUL INTERNATIONAL","AFG","20-01-22","""2020-01-22T15:50:00.000Z""","OAKB 221550Z 32007KT 5000 FU NSC M03/M08 Q1027 NOSIG RMK A3035 WHT WHT 20-01-22",0,0,0,0,0,0,34.56584722222222,69.21235555555556
"OAMS","MAZAR-E-SHARIF","AFG","20-01-22","""2020-01-22T15:50:00.000Z""","OAMS 221550Z 07002KT 9999 FEW200 02/00 Q1029 BLU+WHT 20-01-22",0,0,0,2.5,0,0,36.706944444444446,67.20944444444444
"OEAO","ALULA/PRINCE ABDULMAJEED BIN ABDULAZIZ","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEAO 221600Z 36008KT CAVOK 13/M05 Q1020 20-01-22",0,0,0,0,0,0,26.483055555555556,38.118611111111115
"OEGT","GURIAT","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEGT 221600Z 30008KT 9999 SCT040 08/01 Q1019 NOSIG 20-01-22",0,0,0,0,0,0,31.411944444444444,37.279444444444444
"OEGS","GASSIM/PRINCE NAIF BIN ABDULAZIZ","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEGS 221600Z 29006KT CAVOK 12/00 Q1017 20-01-22",0,0,0,0,0,0,26.302777777777777,43.774166666666666
"OEGN","JAZAN/KING ABDULLAH BIN ABDULAZIZ","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEGN 221600Z 28008KT 260V330 9999 SCT030 SCT100 27/19 Q1013 NOSIG 20-01-22",0,0,0,0,0,0,16.90111111111111,42.58583333333333
"OEDR","DHAHRAN/KING ABDULAZIZ AIR BASE","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEDR 221600Z 09004KT 9999 SCT030 21/11 Q1014 NOSIG 20-01-22",0,0,0,0,0,0,26.264166666666668,50.152499999999996
"OEDM","AL DAWADMI","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEDM 221600Z 36010KT CAVOK 12/00 Q1017 20-01-22",0,0,0,0,0,0,24.449722222222224,44.12111111111111
"OEDF","DAMMAM/KING FAHD INTERNATIONAL","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEDF 221600Z 35006KT 9999 BKN040 19/13 Q1015 NOSIG 20-01-22",0,0,0,0,0,0,26.47111111111111,49.797777777777775
"OEBH","BISHA","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEBH 221600Z 26006KT CAVOK 20/08 Q1016 NOSIG 20-01-22",0,0,0,0,0,0,19.984166666666667,42.62305555555555
"OEBA","AL BAHA/KING SAUD BIN ABDULAZIZ AIRPORT","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEBA 221600Z 18004KT CAVOK 14/04 Q1018 NOSIG 20-01-22",0,0,0,0,0,0,20.296111111111113,41.634166666666665
"OEHL","HAIL","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEHL 221600Z 28010KT CAVOK 07/M02 Q1019 20-01-22",0,0,0,0,0,0,27.439722222222223,41.686388888888885
"OEJN","JEDDAH/KING ABDULAZIZ INTERNATIONAL","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEJN 221600Z 33014KT CAVOK 21/07 Q1017 NOSIG 20-01-22",0,0,0,0,0,0,21.68111111111111,39.15611111111111
"OEKJ","AL KHARJ","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEKJ 221600Z 17008KT CAVOK 21/06 Q1017 20-01-22",0,0,0,0,0,0,24.0608333,47.4108333
"OEMA","MADINAH/PRINCE MOHAMMAD BIN  ABDULAZIZ INTERNATIONAL","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEMA 221600Z 33009KT CAVOK 16/M06 Q1018 NOSIG 20-01-22",0,0,0,0,0,0,24.55027777777778,39.70583333333334
"OENG","NEJRAN","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OENG 221600Z 27010KT 9999 FEW030 25/04 Q1015 NOSIG 20-01-22",0,0,0,0,0,0,17.61138888888889,44.41916666666666
"OEPA","AL QAISUMAH/HAFR AL BATIN","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEPA 221600Z 29010KT CAVOK 13/04 Q1017 NOSIG 20-01-22",0,0,0,0,0,0,28.335277777777776,46.125
"OERF","RAFHA","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OERF 221600Z 28009KT 9999 FEW040 12/00 Q1017 20-01-22",0,0,0,0,0,0,29.62638888888889,43.49055555555556
"OERK","RIYADH/KING KHALED INTERNATIONAL","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OERK 221600Z 35011KT 9999 FEW035 SCT070 16/00 Q1017 NOSIG 20-01-22",0,0,0,0,0,0,24.962777777777777,46.70805555555556
"OERR","ARAR","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OERR 221600Z 32009KT 9999 FEW030 SCT100 08/03 Q1016 20-01-22",0,0,0,0,0,0,30.906666666666666,41.138333333333335
"OEWJ","WEJH","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEWJ 221600Z 31020KT 8000 FEW040 18/07 Q1019 NOSIG 20-01-22",0,2,0,0,0,0,26.198611111111113,36.476111111111116
"OEWD","WADI AL DAWASIR","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEWD 221600Z 31006KT CAVOK 23/11 Q1012 NOSIG 20-01-22",0,0,0,0,0,0,20.504166666666666,45.19888888888889
"OETR","TURAIF","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OETR 221600Z 30008KT CAVOK 05/02 Q1018 20-01-22",0,0,0,0,0,0,31.692777777777778,38.73111111111111
"OETF","TAIF","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OETF 221600Z 30020KT CAVOK 12/04 Q1019 NOSIG 20-01-22",0,2,0,0,0,0,21.483333333333334,40.544444444444444
"OETB","TABUK/PRINCE SULTAN BIN ABDULAZIZ","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OETB 221600Z 32007KT 9999 BKN040 10/M05 Q1020 NOSIG 20-01-22",0,0,0,0,0,0,28.373055555555556,36.62138888888889
"OESK","AL JOUF","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OESK 221600Z 29008KT 9999 FEW040 SCT100 07/03 Q1021 20-01-22",0,0,0,0,0,0,29.78527777777778,40.099722222222226
"OESH","SHARURAH","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OESH 221600Z 04007KT CAVOK 27/05 Q1013 NOSIG 20-01-22",0,0,0,0,0,0,17.466944444444444,47.12138888888889
"OERY","KING SALMAN AIR BASE","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OERY 221600Z 34013KT 9999 FEW035 SCT070 17/00 Q1017 20-01-22",0,0,0,0,0,0,24.721944444444443,46.724722222222226
"OEYN","YENBO/PRINCE ABDULMOHSIN BIN ABDULAZIZ","SAU","20-01-22","""2020-01-22T16:00:00.000Z""","OEYN 221600Z 28011KT CAVOK 18/07 Q1016 NOSIG 20-01-22",0,0,0,0,0,0,24.144166666666667,38.06361111111111
"OIAW","AHWAZ","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OIAW 221630Z 25006KT 6000 FEW035 BKN080 13/09 Q1016 20-01-22",0,0,0,0,0,0,31.3375,48.76027777777778
"OIBB","BUSHEHR","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OIBB 221630Z 15014KT 9999 FEW030CB SCT040 OVC090 16/09 Q1015 A3000 20-01-22",0,0,0,0,1.3,0,28.949444444444445,50.83027777777778
"OICC","KERMANSHAH/SHAHID ASHRAFI ESFAHANI","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OICC 221630Z 16010KT 6000 FEW003 BKN060 01/01 Q1013 A2992 20-01-22",0,0,0,2.5,0,0,34.34805555555556,47.156666666666666
"OIAA","ABADAN","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIAA 221600Z 28006KT CAVOK 15/05 Q1016 20-01-22",0,0,0,0,0,0,30.371111111111112,48.22833333333333
"OIAG","AGHAJARI","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIAG 221600Z 18014KT 9999 SCT040 14/10 Q1015 20-01-22",0,0,0,0,0,0,30.75,49.68333333333333
"OIAH","GACHSARAN","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIAH 221600Z 00000KT 6000 TSRA FEW035CB FEW040 OVC090 09/08 Q1018 20-01-22",0,0,3.3,0,8,0,30.337777777777777,50.82805555555556
"OIAM","BANDAR MAHSHAHR/MAHSHAHR","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIAM 221600Z 29010KT 5000 HZ SCT040 15/10 Q1015 20-01-22",0,0,0,0,0,0,30.55888888888889,49.150555555555556
"OIBK","KISH ISLAND/KISH","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIBK 221600Z 12006KT 9999 FEW040 19/13 Q1017 20-01-22",0,0,0,0,0,0,26.5275,53.97916666666667
"OIBL","BANDAR LENGHEH","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIBL 221600Z 07006KT CAVOK 21/13 Q1017 20-01-22",0,0,0,0,0,0,26.531388888888888,54.8275
"OIFM","ESFAHAN / SHAHID BEHESHTI INTL","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OIFM 221630Z 13010KT 9999 FEW040 BKN100 04/00 Q1016 A3000 20-01-22",0,0,0,0,0,0,32.75083333333333,51.86277777777778
"OIGG","RASHT/SARDAR-E-JANGAL","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OIGG 221630Z 24004KT 7000 FEW025 SCT060 06/04 Q1020 20-01-22",0,0,0,0,0,0,37.32333333333334,49.617777777777775
"OIII","TEHRAN/MEHRABAD INTL","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OIII 221630Z 16012KT 5000 -RA SCT030 OVC090 03/M01 Q1018 A3008 20-01-22",0,0,0,2.5,0,0,35.68888888888888,51.31472222222222
"OIFS","SHAHRE KORD","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIFS 221600Z 22012KT 0200 +BLSN FEW020CB SCT030 OVC070 00/00 Q1015 20-01-22",10,0,10,10,1.3,0,32.29722222222222,50.842222222222226
"OIKB","BANDAR ABBASS/INTL","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OIKB 221630Z 34004KT 9999 FEW100 19/13 Q1018 A3008 20-01-22",0,0,0,0,0,0,27.21861111111111,56.37777777777778
"OIMM","MASHHAD/SHAHID HASHEMI NEJAD INTL","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OIMM 221630Z 13004KT 8000 NSC M01/M03 Q1022 A3019 20-01-22",0,0,0,2.5,0,0,36.23416666666667,59.644999999999996
"OIIK","GHAZVIN","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIIK 221600Z 11004KT 6000 FEW035 OVC080 01/M00 Q1016 20-01-22",0,0,0,2.5,0,0,36.24111111111111,50.0425
"OIIP","KARAJ/PAYAM","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIIP 221600Z 10014KT 2000 -SN SCT035 OVC100 02/M01 Q1016 A3002 20-01-22",0,0,6.7,7.5,0,0,35.77972222222222,50.82277777777778
"OIKK","KERMAN","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIKK 221600Z 00000KT 9999 FEW035CB SCT040 BKN100 08/M04 Q1021 A3015 20-01-22",0,0,0,0,1.3,0,30.274444444444445,56.95111111111111
"OIKQ","GHESHM ISLAND/DAYRESTAN","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIKQ 221600Z 08006KT 9999 FEW030 21/16 Q1017 20-01-22",0,0,0,0,0,0,26.751944444444444,55.89722222222222
"OIMB","BIRJAND","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIMB 221600Z 10014KT 9999 SCT035 04/01 Q1021 20-01-22",0,0,0,0,0,0,32.89805555555556,59.26611111111111
"OIMN","BOJNORD","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OIMN 221600Z 00000KT CAVOK M01/M07 Q1020 20-01-22",0,0,0,0,0,0,37.48916666666667,57.30638888888888
"OINE","KALALEH","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OINE 221600Z 00000KT CAVOK 06/01 Q1020 20-01-22",0,0,0,0,0,0,37.375,55.45194444444445
"OING","GORGAN","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OING 221600Z 00000KT CAVOK 05/03 Q1022 20-01-22",0,0,0,0,0,0,36.91138888888889,54.39805555555556
"OINN","NOSHAHR","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OINN 221600Z 16004KT 9999 FEW026 BKN190 08/04 Q1020 20-01-22",0,0,0,0,0,0,36.663333333333334,51.46472222222223
"OINR","RAMSAR","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OINR 221600Z 00000KT 9999 FEW030 08/06 Q1019 20-01-22",0,0,0,0,0,0,36.909166666666664,50.68
"OINZ","SARI/DASHT-E-NAZ","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OINZ 221600Z 15004KT CAVOK 04/02 Q1020 20-01-22",0,0,0,0,0,0,36.63583333333333,53.19361111111111
"OISF","FASA","IRN","20-01-22","""2020-01-22T16:00:00.000Z""","OISF 221600Z 00000KT 7000 -RA FEW030CB SCT035 OVC090 08/07 Q1019 A3010 20-01-22",0,0,0,0,1.3,0,28.892777777777777,53.72361111111111
"OISS","SHIRAZ/SHAHID DASTGHAIB INTL","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OISS 221630Z 14008KT 4000 RA BR FEW010 FEW030CB SCT035 OVC070 04/03 Q1021 A3015 20-01-22",0,0,3.3,0,1.3,1,29.540277777777778,52.58861111111111
"OITT","TABRIZ/INTL","IRN","20-01-22","""2020-01-22T16:30:00.000Z""","OITT 221630Z 03006KT 9999 FEW030 M05/M08 Q1018 A3009 20-01-22",0,0,0,0,0,0,38.13388888888889,46.235
